hit,kapital,fix,angewandt,verausgabt,nachfrag,variabl,neu,jahrlich,verlieh,konstant,preis,erhalt,umschlag,produktiv,imm,erst,kostet,klass,zweit,war
2871,309138452519316262429551770590858001354256672266307740774273562735908380783673344,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,3,0
2872,463707678778974419972400573025583676510891929317069690885184194241140384753254400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,13,0
2873,695561518168461577302455025259782165807324052140388376880228591087154949974392832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,39,0
2874,695561518168461577302455025259782165807324052140388376880228591087154949974392832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,67,0
2875,695561518168461577302455025259782165807324052140388376880228591087154949974392832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,33,0
2876,347780759084230788651227512629891082903662026070194188440114295543577474987196416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,16,0
2877,347780759084230788651227512629891082903662026070194188440114295543577474987196416,0,0,0,0,3,0,0,0,9,0,0,0,0,0,15,0,0,8,0
2878,347780759084230788651227512629891082903662026070194188440114295543577474987196416,0,0,0,0,4,0,0,0,22,0,0,0,0,0,7,0,0,4,0
2879,173890379542115394325613756314945541451831013035097094220057147771788737493598208,0,3,0,0,2,0,0,0,11,0,0,0,0,0,3,0,0,2,3
2880,173890379542115394325613756314945541451831013035097094220057147771788737493598208,0,1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,1,1
2881,86945189771057697162806878157472770725915506517548547110028573885894368746799104,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2882,43472594885528848581403439078736385362957753258774273555014286942947184373399552,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2883,21736297442764424290701719539368192681478876629387136777507143471473592186699776,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2884,10868148721382212145350859769684096340739438314693568388753571735736796093349888,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2885,16302223082073319863530846975732186666078340029390857565866223237185057488633856,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2886,24453334623109979795296270463598279999117510044086286348799334855777586232950784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,36680001934664968047439848374191377843707082508778924540463136650086516000817152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888,18340000967332484023719924187095688921853541254389462270231568325043258000408576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,9170000483666242011859962093547844460926770627194731135115784162521629000204288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,9170000483666242011859962093547844460926770627194731135115784162521629000204288,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2891,9170000483666242011859962093547844460926770627194731135115784162521629000204288,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2892,4585000241833121005929981046773922230463385313597365567557892081260814500102144,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2893,2292500120916560502964990523386961115231692656798682783778946040630407250051072,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2894,3438750181374840548759416119929686403476391165529211052826435856748127956500480,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3
2895,5158125272062260823139124179894529605214586748293816579239653785122191934750720,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
2896,7737187908093392057460964930444815485306471401115977360227413494473219576430592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,5
2897,3868593954046696028730482465222407742653235700557988680113706747236609788215296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2898,7737187908093392057460964930444815485306471401115977360227413494473219576430592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2899,15474375816186784114921929860889630970612942802231954720454826988946439152861184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2900,30948751632373568229843859721779261941225885604463909440909653977892878305722368,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2901,61897503264747136459687719443558523882451771208927818881819307955785756611444736,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2902,30948751632373568229843859721779261941225885604463909440909653977892878305722368,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1
2903,15474375816186784114921929860889630970612942802231954720454826988946439152861184,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2904,7737187908093392057460964930444815485306471401115977360227413494473219576430592,0,3,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0
2905,15474375816186784114921929860889630970612942802231954720454826988946439152861184,0,1,0,0,1,0,0,0,3,0,0,0,0,0,4,0,0,1,0
2906,30948751632373568229843859721779261941225885604463909440909653977892878305722368,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0
2907,61897503264747136459687719443558523882451771208927818881819307955785756611444736,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0
2908,123795006529494272919375438887117047764903542417855637763638615911571513222889472,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0
2909,61897503264747136459687719443558523882451771208927818881819307955785756611444736,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2910,30948751632373568229843859721779261941225885604463909440909653977892878305722368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2911,15474375816186784114921929860889630970612942802231954720454826988946439152861184,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2912,7737187908093392057460964930444815485306471401115977360227413494473219576430592,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
2913,7737187908093392057460964930444815485306471401115977360227413494473219576430592,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
2914,7737187908093392057460964930444815485306471401115977360227413494473219576430592,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2915,3868593954046696028730482465222407742653235700557988680113706747236609788215296,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0
2916,1934296977023348014365241232611203871326617850278994340056853373618304894107648,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2917,1934296977023348014365241232611203871326617850278994340056853373618304894107648,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2918,1934296977023348014365241232611203871326617850278994340056853373618304894107648,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2919,967148488511674007182620616305601935663308925139497170028426686809152447053824,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,967148488511674007182620616305601935663308925139497170028426686809152447053824,0,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0
2921,967148488511674007182620616305601935663308925139497170028426686809152447053824,0,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0
2922,483574244255837003591310308152800967831654462569748585014213343404576223526912,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0
2923,241787122127918501795655154076400483915827231284874292507106671702288111763456,4,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0
2924,120893561063959250897827577038200241957913615642437146253553335851144055881728,2,3,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0
2925,60446780531979625448913788519100120978956807821218573126776667925572027940864,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2926,60446780531979625448913788519100120978956807821218573126776667925572027940864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2927,60446780531979625448913788519100120978956807821218573126776667925572027940864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,30223390265989812724456894259550060489478403910609286563388333962786013970432,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2929,15111695132994906362228447129775030244739201955304643281694166981393006985216,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2930,7555847566497453181114223564887515122369600977652321640847083490696503492608,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2931,7555847566497453181114223564887515122369600977652321640847083490696503492608,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2932,7555847566497453181114223564887515122369600977652321640847083490696503492608,0,4,0,0,23,0,0,0,3,0,0,0,0,0,0,0,0,2,0
2933,3777923783248726590557111782443757561184800488826160820423541745348251746304,0,5,0,0,11,0,0,0,1,0,0,0,0,0,3,0,0,1,0
2934,1888961891624363295278555891221878780592400244413080410211770872674125873152,0,2,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2935,944480945812181647639277945610939390296200122206540205105885436337062936576,3,1,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2936,472240472906090823819638972805469695148100061103270102552942718168531468288,1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0
2937,236120236453045411909819486402734847574050030551635051276471359084265734144,0,0,0,0,4,0,0,0,1,0,0,0,0,0,9,0,0,0,0
2938,118060118226522705954909743201367423787025015275817525638235679542132867072,0,0,0,0,5,0,0,0,7,0,0,0,0,0,4,0,0,0,0
2939,118060118226522705954909743201367423787025015275817525638235679542132867072,0,0,0,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0
2940,59030059113261352977454871600683711893512507637908762819117839771066433536,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,0,3,0,0
2941,29515029556630676488727435800341855946756253818954381409558919885533216768,0,3,0,0,3,0,0,0,3,0,1,0,0,0,1,0,1,3,0
2942,29515029556630676488727435800341855946756253818954381409558919885533216768,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2943,29515029556630676488727435800341855946756253818954381409558919885533216768,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,14757514778315338244363717900170927973378126909477190704779459942766608384,0,2,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0
2945,14757514778315338244363717900170927973378126909477190704779459942766608384,0,1,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0
2946,14757514778315338244363717900170927973378126909477190704779459942766608384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0
2947,14757514778315338244363717900170927973378126909477190704779459942766608384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
2948,7378757389157669122181858950085463986689063454738595352389729971383304192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
2949,3689378694578834561090929475042731993344531727369297676194864985691652096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2950,1844689347289417280545464737521365996672265863684648838097432492845826048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
2951,922344673644708640272732368760682998336132931842324419048716246422913024,0,0,0,0,3,0,0,0,3,3,0,0,0,0,1,0,0,4,0
2952,461172336822354320136366184380341499168066465921162209524358123211456512,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0
2953,230586168411177160068183092190170749584033232960581104762179061605728256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2954,115293084205588580034091546095085374792016616480290552381089530802864128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2955,57646542102794290017045773047542687396008308240145276190544765401432064,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0
2956,57646542102794290017045773047542687396008308240145276190544765401432064,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,0,0,3,0
2957,57646542102794290017045773047542687396008308240145276190544765401432064,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,4,0
2958,28823271051397145008522886523771343698004154120072638095272382700716032,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,2,0
2959,28823271051397145008522886523771343698004154120072638095272382700716032,0,6,0,0,0,0,3,0,0,0,1,0,0,0,1,4,0,1,0
2960,57646542102794290017045773047542687396008308240145276190544765401432064,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0
2961,86469813154191435025568659571314031094012462360217914285817148102148096,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0
2962,129704719731287158668335152820526480074406802141563605903682210887630848,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2963,64852359865643579334167576410263240037203401070781802951841105443815424,0,2,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,3,0
2964,32426179932821789667083788205131620018601700535390901475920552721907712,0,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,0
2965,16213089966410894833541894102565810009300850267695450737960276360953856,0,10,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0
2966,8106544983205447416770947051282905004650425133847725368980138180476928,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2967,4053272491602723708385473525641452502325212566923862684490069090238464,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
2968,4053272491602723708385473525641452502325212566923862684490069090238464,0,2,0,3,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0
2969,4053272491602723708385473525641452502325212566923862684490069090238464,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2970,6079908737404085945702095504934393343074575637963089931419884181258240,0,0,0,2,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0
2971,15199771843510212565511927463502695820165898369443949400441027177742336,0,0,0,1,4,0,0,0,4,0,0,0,0,0,1,0,0,0,0
2972,37999429608775531413779818658756739550414745923609873501102567944355840,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2973,75998859217551062827559637317513479100829491847219747002205135888711680,3,3,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0
2974,151997718435102125655119274635026958201658983694439494004410271777423360,4,4,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0
2975,151997718435102125655119274635026958201658983694439494004410271777423360,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2976,227996577652653188482678911952540437302488475541659241006615407666135040,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2977,341994866478979807243947021783032389687285147717435799409749066436837376,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,512992299718469759905777840382992051998032590386047574914275509530525696,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,256496149859234879952888920191496025999016295193023787457137754765262848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,128248074929617439976444460095748012999508147596511893728568877382631424,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2981,128248074929617439976444460095748012999508147596511893728568877382631424,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2982,192372112394426159964666690143622019499262221394767840592853316073947136,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0
2983,288558168591639239947000035215433029248893332092151760889279974110920704,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0
2984,577116337183278479894000070430866058497786664184303521778559948221841408,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0
2985,1154232674366556959788000140861732116995573328368607043557119896443682816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2986,1731349011549835341602285595875711240559150254933122813736376024914984960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
2987,1731349011549835341602285595875711240559150254933122813736376024914984960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9
2988,2597023517324752816243999162979792990970305907160108717405956397871398912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22
2989,2597023517324752816243999162979792990970305907160108717405956397871398912,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2990,5194047034649505632487998325959585981940611814320217434811912795742797824,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2991,10388094069299011264975996651919171963881223628640434869623825591485595648,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2992,20776188138598022529951993303838343927762447257280869739247651182971191296,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2993,41552376277196045059903986607676687855524894514561739478495302365942382592,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2994,20776188138598022529951993303838343927762447257280869739247651182971191296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
2995,10388094069299011264975996651919171963881223628640434869623825591485595648,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5
2996,20776188138598022529951993303838343927762447257280869739247651182971191296,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,2
2997,51940470346495059463430850952936241737300829747035382399296850189445234688,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1
2998,155821411039485178390292552858808725211902489241106147197890550568335704064,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0
2999,467464233118455560279284600123149230978865160553984106003093429561145163776,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
3000,1168660582796138800264583734120980856074532130062297607370046462478310703104,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,2337321165592277600529167468241961712149064260124595214740092924956621406208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,1168660582796138800264583734120980856074532130062297607370046462478310703104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,584330291398069400132291867060490428037266065031148803685023231239155351552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,584330291398069400132291867060490428037266065031148803685023231239155351552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,1168660582796138800264583734120980856074532130062297607370046462478310703104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,1752990874194208200396875601181471284111798195093446411055069693717466054656,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,2629486311291312401028941167959099147540328063962832274220291652000751288320,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,1314743155645656200514470583979549573770164031981416137110145826000375644160,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3009,657371577822828100257235291989774786885082015990708068555072913000187822080,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
3010,328685788911414050128617645994887393442541007995354034277536456500093911040,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
3011,164342894455707025064308822997443696721270503997677017138768228250046955520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3012,82171447227853512532154411498721848360635251998838508569384114125023477760,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
3013,82171447227853512532154411498721848360635251998838508569384114125023477760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3014,123257170841780256244028146474721244869374031582924930649365282259466190848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3015,123257170841780256244028146474721244869374031582924930649365282259466190848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3016,246514341683560512488056292949442489738748063165849861298730564518932381696,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3017,493028683367121024976112585898884979477496126331699722597461129037864763392,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3018,986057366734242049952225171797769958954992252663399445194922258075729526784,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,1972114733468484099904450343595539917909984505326798890389844516151459053568,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,1972114733468484099904450343595539917909984505326798890389844516151459053568,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021,1972114733468484099904450343595539917909984505326798890389844516151459053568,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3022,1972114733468484099904450343595539917909984505326798890389844516151459053568,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,3944229466936968199808900687191079835819969010653597780779689032302918107136,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,5916344200405452299713351030786619753729953515980396671169533548454377160704,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025,8874516300608179253039048675675067401575976444551896267855797214077983391744,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026,13311774450912268879558573013512601102363964666827844401783695821116975087616,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,19967661676368404926275903779259177195508039341404369124878537514468297932800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3028,29951492514552604175537767150908214709337874329781348642911818706116776296448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029,14975746257276302087768883575454107354668937164890674321455909353058388148224,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
3030,7487873128638151043884441787727053677334468582445337160727954676529194074112,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0
3031,3743936564319075521942220893863526838667234291222668580363977338264597037056,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,1871968282159537760971110446931763419333617145611334290181988669132298518528,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
3033,935984141079768880485555223465881709666808572805667145090994334566149259264,3,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0
3034,467992070539884440242777611732940854833404286402833572545497167283074629632,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
3035,233996035269942220121388805866470427416702143201416786272748583641537314816,2,0,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,0
3036,116998017634971110060694402933235213708351071600708393136374291820768657408,4,0,0,0,1,0,0,0,16,1,0,0,0,0,0,0,0,0,0
3037,58499008817485555030347201466617606854175535800354196568187145910384328704,5,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0
3038,29249504408742777515173600733308803427087767900177098284093572955192164352,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
3039,29249504408742777515173600733308803427087767900177098284093572955192164352,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
3040,29249504408742777515173600733308803427087767900177098284093572955192164352,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3041,29249504408742777515173600733308803427087767900177098284093572955192164352,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3042,14624752204371388757586800366654401713543883950088549142046786477596082176,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
3043,7312376102185694378793400183327200856771941975044274571023393238798041088,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
3044,7312376102185694378793400183327200856771941975044274571023393238798041088,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3045,7312376102185694378793400183327200856771941975044274571023393238798041088,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3046,3656188051092847189396700091663600428385970987522137285511696619399020544,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047,1828094025546423594698350045831800214192985493761068642755848309699510272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,914047012773211797349175022915900107096492746880534321377924154849755136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,457023506386605898674587511457950053548246373440267160688962077424877568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050,228511753193302949337293755728975026774123186720133580344481038712438784,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
3051,114255876596651474668646877864487513387061593360066790172240519356219392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3052,57127938298325737334323438932243756693530796680033395086120259678109696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053,57127938298325737334323438932243756693530796680033395086120259678109696,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3054,57127938298325737334323438932243756693530796680033395086120259678109696,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
3055,57127938298325737334323438932243756693530796680033395086120259678109696,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2
3056,57127938298325737334323438932243756693530796680033395086120259678109696,0,0,0,0,0,3,0,0,0,0,0,0,5,0,6,0,0,0,1
3057,28563969149162868667161719466121878346765398340016697543060129839054848,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0
3058,14281984574581434333580859733060939173382699170008348771530064919527424,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0
3059,7140992287290717166790429866530469586691349585004174385765032459763712,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0
3060,3570496143645358583395214933265234793345674792502087192882516229881856,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,3,0
3061,1785248071822679291697607466632617396672837396251043596441258114940928,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,4,0
3062,2677872107734018937546411199948926095009256094376565394661887172411392,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0
3063,4016808161601028406319616799923389142513884141564848091992830758617088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3064,6025212242401542609479425199885083713770826212347272137989246137925632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
3065,3012606121200771304739712599942541856885413106173636068994623068962816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3066,1506303060600385652369856299971270928442706553086818034497311534481408,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
3067,2259454590900578382773813145838852745267370632735903075574772165246976,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3
3068,2259454590900578382773813145838852745267370632735903075574772165246976,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4
3069,2259454590900578382773813145838852745267370632735903075574772165246976,0,2,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,2
3070,2259454590900578382773813145838852745267370632735903075574772165246976,0,1,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4
3071,3389181886350867765722662326994386412694434342892502565704548520820736,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,2
3072,3389181886350867765722662326994386412694434342892502565704548520820736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1
3073,3389181886350867765722662326994386412694434342892502565704548520820736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3074,1694590943175433882861331163497193206347217171446251282852274260410368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
3075,847295471587716941430665581748596603173608585723125641426137130205184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3076,423647735793858470715332790874298301586804292861562820713068565102592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
