hit,kapital,fix,angewandt,verausgabt,nachfrag,variabl,neu,jahrlich,verlieh,konstant,preis,erhalt,umschlag,produktiv,imm,erst,kostet,klass,zweit,war
1981,1789869681737425948618741526167770917555582873009385803284316519728442005461447655991380822769831511563396186112,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1982,1789869681737425948618741526167770917555582873009385803284316519728442005461447655991380822769831511563396186112,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1983,894934840868712974309370763083885458777791436504692901642158259864221002730723827995690411384915755781698093056,11,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
1984,447467420434356487154685381541942729388895718252346450821079129932110501365361913997845205692457877890849046528,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1985,223733710217178243577342690770971364694447859126173225410539564966055250682680956998922602846228938945424523264,2,0,0,0,0,3,0,0,3,0,3,0,3,0,3,0,0,0,0
1986,335600565325767331991216599892237009619457629790008047448551185626383345601496313276200688946834814309354176512,1,0,0,0,0,1,0,0,1,0,1,0,9,0,1,0,0,0,0
1987,503400847988650997986824899838355514429186444685012071172826778439575018402244469914301033420252221464031264768,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
1988,1006801695977301995973649799676711028858372889370024142345653556879150036804488939828602066840504442928062529536,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0
1989,1006801695977301995973649799676711028858372889370024142345653556879150036804488939828602066840504442928062529536,0,0,0,0,0,0,0,0,0,3,0,0,64,0,0,0,0,0,0
1990,503400847988650997986824899838355514429186444685012071172826778439575018402244469914301033420252221464031264768,0,0,3,0,0,0,3,0,0,1,0,0,32,0,0,0,0,3,0
1991,251700423994325498993412449919177757214593222342506035586413389219787509201122234957150516710126110732015632384,0,0,1,0,0,0,1,0,0,0,0,0,19,0,0,0,0,1,0
1992,251700423994325498993412449919177757214593222342506035586413389219787509201122234957150516710126110732015632384,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,3,0
1993,251700423994325498993412449919177757214593222342506035586413389219787509201122234957150516710126110732015632384,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,4,0
1994,125850211997162749496706224959588878607296611171253017793206694609893754600561117478575258355063055366007816192,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,0
1995,125850211997162749496706224959588878607296611171253017793206694609893754600561117478575258355063055366007816192,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0
1996,125850211997162749496706224959588878607296611171253017793206694609893754600561117478575258355063055366007816192,4,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0
1997,62925105998581374748353112479794439303648305585626508896603347304946877300280558739287629177531527683003908096,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1998,62925105998581374748353112479794439303648305585626508896603347304946877300280558739287629177531527683003908096,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1999,62925105998581374748353112479794439303648305585626508896603347304946877300280558739287629177531527683003908096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,62925105998581374748353112479794439303648305585626508896603347304946877300280558739287629177531527683003908096,0,6,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0
2001,62925105998581374748353112479794439303648305585626508896603347304946877300280558739287629177531527683003908096,0,6,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0
2002,62925105998581374748353112479794439303648305585626508896603347304946877300280558739287629177531527683003908096,6,3,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
2003,62925105998581374748353112479794439303648305585626508896603347304946877300280558739287629177531527683003908096,12,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
2004,62925105998581374748353112479794439303648305585626508896603347304946877300280558739287629177531527683003908096,9,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
2005,94387658997872066294379348252719163633249228240846237178312291185257757253236478386704345681610865788103688192,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2006,94387658997872066294379348252719163633249228240846237178312291185257757253236478386704345681610865788103688192,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2007,47193829498936033147189674126359581816624614120423118589156145592628878626618239193352172840805432894051844096,9,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0
2008,47193829498936033147189674126359581816624614120423118589156145592628878626618239193352172840805432894051844096,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0
2009,47193829498936033147189674126359581816624614120423118589156145592628878626618239193352172840805432894051844096,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,23596914749468016573594837063179790908312307060211559294578072796314439313309119596676086420402716447025922048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,23596914749468016573594837063179790908312307060211559294578072796314439313309119596676086420402716447025922048,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2012,23596914749468016573594837063179790908312307060211559294578072796314439313309119596676086420402716447025922048,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2013,11798457374734008286797418531589895454156153530105779647289036398157219656654559798338043210201358223512961024,6,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,11798457374734008286797418531589895454156153530105779647289036398157219656654559798338043210201358223512961024,12,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,11798457374734008286797418531589895454156153530105779647289036398157219656654559798338043210201358223512961024,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,5899228687367004143398709265794947727078076765052889823644518199078609828327279899169021605100679111756480512,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5899228687367004143398709265794947727078076765052889823644518199078609828327279899169021605100679111756480512,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5899228687367004143398709265794947727078076765052889823644518199078609828327279899169021605100679111756480512,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2019,5899228687367004143398709265794947727078076765052889823644518199078609828327279899169021605100679111756480512,22,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
2020,5899228687367004143398709265794947727078076765052889823644518199078609828327279899169021605100679111756480512,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,8848843031050506215098063898692421590617115147579334735466777298617914742490919848753532407651018667634720768,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,17697686062101012430196127797384843181234230295158669470933554597235829484981839697507064815302037335269441536,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,44244215155252534204377579143232736461418153134701529052389339163967654689566329452097338474740274035871973376,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,88488430310505068408755158286465472922836306269403058104778678327935309379132658904194676949480548071743946752,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,221221075776262671021887895716163682307090765673507645261946695819838273447831647260486692373701370179359866880,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,553052689440656677554719739290409205767726914183769113154866739549595683619579118151216730934253425448399667200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,1382631723601641693886799348226023014419317285459422782887166848873989209048947795378041827335633563620999168000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,2765263447203283387773598696452046028838634570918845565774333697747978418097895590756083654671267127241998336000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2029,1382631723601641693886799348226023014419317285459422782887166848873989209048947795378041827335633563620999168000,2,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0
2030,691315861800820846943399674113011507209658642729711391443583424436994604524473897689020913667816781810499584000,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,3
2031,1382631723601641693886799348226023014419317285459422782887166848873989209048947795378041827335633563620999168000,10,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,1,1
2032,2765263447203283387773598696452046028838634570918845565774333697747978418097895590756083654671267127241998336000,16,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0
2033,4147895170804925081660398044678069043257951856378268348661500546621967627146843386134125482006900690862997504000,22,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
2034,2073947585402462540830199022339034521628975928189134174330750273310983813573421693067062741003450345431498752000,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2035,2073947585402462540830199022339034521628975928189134174330750273310983813573421693067062741003450345431498752000,5,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0
2036,3110921378103693544246919043394791483065750621089686936158060115384879476979931561823128388925106765276987260928,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0
2037,3110921378103693544246919043394791483065750621089686936158060115384879476979931561823128388925106765276987260928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0
2038,4666382067155540316370378565092187224598625931634530404237090173077319215469897342734692583387660147915480891392,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0
2039,4666382067155540316370378565092187224598625931634530404237090173077319215469897342734692583387660147915480891392,0,0,0,0,6,3,1,0,3,0,0,0,0,0,2,0,0,4,0
2040,4666382067155540316370378565092187224598625931634530404237090173077319215469897342734692583387660147915480891392,0,0,3,0,12,4,0,0,4,0,0,0,0,0,1,0,0,5,0
2041,2333191033577770158185189282546093612299312965817265202118545086538659607734948671367346291693830073957740445696,0,0,1,0,6,2,0,0,2,0,3,0,0,0,0,3,0,2,0
2042,2333191033577770158185189282546093612299312965817265202118545086538659607734948671367346291693830073957740445696,0,0,0,0,3,1,0,0,1,0,1,0,0,0,3,1,0,1,0
2043,2333191033577770158185189282546093612299312965817265202118545086538659607734948671367346291693830073957740445696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2044,2333191033577770158185189282546093612299312965817265202118545086538659607734948671367346291693830073957740445696,0,0,0,0,7,0,0,0,0,0,0,0,6,0,2,0,0,0,0
2045,3499786550366654970279404433705380119071256177531883477839752335226393168222222029273553714960676358066349801472,0,0,0,0,6,0,0,0,0,0,3,0,6,0,1,0,0,0,0
2046,3499786550366654970279404433705380119071256177531883477839752335226393168222222029273553714960676358066349801472,0,0,0,0,6,0,0,0,0,0,4,0,6,0,0,0,0,0,0
2047,1749893275183327485139702216852690059535628088765941738919876167613196584111111014636776857480338179033174900736,0,0,0,0,6,0,0,0,0,0,5,0,3,0,0,0,0,0,0
2048,1749893275183327485139702216852690059535628088765941738919876167613196584111111014636776857480338179033174900736,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0
2049,1749893275183327485139702216852690059535628088765941738919876167613196584111111014636776857480338179033174900736,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2050,874946637591663742569851108426345029767814044382970869459938083806598292055555507318388428740169089516587450368,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,437473318795831871284925554213172514883907022191485434729969041903299146027777753659194214370084544758293725184,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2052,218736659397915935642462777106586257441953511095742717364984520951649573013888876829597107185042272379146862592,0,0,0,0,3,0,0,0,3,12,0,0,0,0,3,0,0,0,3
2053,109368329698957967821231388553293128720976755547871358682492260475824786506944438414798553592521136189573431296,0,0,0,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,1
2054,109368329698957967821231388553293128720976755547871358682492260475824786506944438414798553592521136189573431296,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2055,109368329698957967821231388553293128720976755547871358682492260475824786506944438414798553592521136189573431296,0,0,0,0,4,3,0,0,0,1,3,0,0,0,0,0,0,0,0
2056,54684164849478983910615694276646564360488377773935679341246130237912393253472219207399276796260568094786715648,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0
2057,27342082424739491955307847138323282180244188886967839670623065118956196626736109603699638398130284047393357824,0,0,3,0,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0
2058,13671041212369745977653923569161641090122094443483919835311532559478098313368054801849819199065142023696678912,0,0,1,0,5,5,0,0,0,0,6,0,0,0,0,0,0,0,0
2059,20506561818554621052405725120256213974071526596429116669670933953135868121459902341661179756254500167343931392,0,0,3,0,5,2,0,0,0,3,3,0,0,0,0,0,0,0,0
2060,41013123637109242104811450240512427948143053192858233339341867906271736242919804683322359512509000334687862784,0,0,4,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2061,82026247274218484209622900481024855896286106385716466678683735812543472485839609366644719025018000669375725568,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,123039370911327726314434350721537283844429159578574700018025603718815208728759414049967078537527001004063588352,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2063,123039370911327726314434350721537283844429159578574700018025603718815208728759414049967078537527001004063588352,0,0,2,0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2064,123039370911327726314434350721537283844429159578574700018025603718815208728759414049967078537527001004063588352,0,0,1,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,246078741822655452628868701443074567688858319157149400036051207437630417457518828099934157075054002008127176704,0,0,0,0,2,11,0,0,0,0,0,0,3,0,3,0,0,0,0
2066,492157483645310905257737402886149135377716638314298800072102414875260834915037656199868314150108004016254353408,0,0,0,0,1,5,0,0,0,0,0,0,4,0,4,0,0,0,0
2067,984314967290621810515474805772298270755433276628597600144204829750521669830075312399736628300216008032508706816,0,0,0,0,0,2,0,0,0,0,0,0,5,0,5,0,0,0,0
2068,1968629934581243621030949611544596541510866553257195200288409659501043339660150624799473256600432016065017413632,0,0,0,0,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0
2069,984314967290621810515474805772298270755433276628597600144204829750521669830075312399736628300216008032508706816,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,3,0
2070,492157483645310905257737402886149135377716638314298800072102414875260834915037656199868314150108004016254353408,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,1,0
2071,492157483645310905257737402886149135377716638314298800072102414875260834915037656199868314150108004016254353408,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0
2072,246078741822655452628868701443074567688858319157149400036051207437630417457518828099934157075054002008127176704,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2073,123039370911327726314434350721537283844429159578574700018025603718815208728759414049967078537527001004063588352,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0
2074,61519685455663863157217175360768641922214579789287350009012801859407604364379707024983539268763500502031794176,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2075,30759842727831931578608587680384320961107289894643675004506400929703802182189853512491769634381750251015897088,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2076,15379921363915965789304293840192160480553644947321837502253200464851901091094926756245884817190875125507948544,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2077,15379921363915965789304293840192160480553644947321837502253200464851901091094926756245884817190875125507948544,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2078,23069882045873946598031600993774488381942082489779519336676165583359130985234569995482376268129525556463009792,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2079,23069882045873946598031600993774488381942082489779519336676165583359130985234569995482376268129525556463009792,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2080,23069882045873946598031600993774488381942082489779519336676165583359130985234569995482376268129525556463009792,9,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0
2081,23069882045873946598031600993774488381942082489779519336676165583359130985234569995482376268129525556463009792,22,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0
2082,34604823068810919897047401490661732572913123734669279005014248375038696477851854993223564402194288334694514688,11,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0
2083,51907234603216377759646262469478846520481300670800681590817737448639324065369962350948895645634645370242859008,5,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0
2084,77860851904824570811319073237245774458498720868607496219633876400796427400870583804196245383765542318962114560,2,0,0,0,0,0,5,0,33,0,0,0,0,0,0,0,0,0,0
2085,38930425952412285405659536618622887229249360434303748109816938200398213700435291902098122691882771159481057280,1,0,0,0,0,0,2,0,16,3,0,0,0,0,0,0,0,0,0
2086,19465212976206142702829768309311443614624680217151874054908469100199106850217645951049061345941385579740528640,3,0,0,0,3,0,1,0,11,1,0,0,0,0,0,0,0,0,0
2087,9732606488103071351414884154655721807312340108575937027454234550099553425108822975524530672970692789870264320,1,0,0,0,1,0,0,0,5,0,0,0,3,0,0,0,0,0,0
2088,4866303244051535675707442077327860903656170054287968513727117275049776712554411487762265336485346394935132160,0,0,0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,0,0
2089,4866303244051535675707442077327860903656170054287968513727117275049776712554411487762265336485346394935132160,0,0,0,0,0,0,3,0,1,0,0,0,2,0,1,0,0,0,0
2090,2433151622025767837853721038663930451828085027143984256863558637524888356277205743881132668242673197467566080,0,0,0,0,6,0,4,0,7,0,0,0,1,0,3,0,0,3,3
2091,1216575811012883918926860519331965225914042513571992128431779318762444178138602871940566334121336598733783040,0,0,0,0,3,0,2,0,3,0,0,0,3,0,1,0,0,1,1
2092,608287905506441959463430259665982612957021256785996064215889659381222089069301435970283167060668299366891520,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2093,304143952753220979731715129832991306478510628392998032107944829690611044534650717985141583530334149683445760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,152071976376610489865857564916495653239255314196499016053972414845305522267325358992570791765167074841722880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,228107964564915751095074158050632170006448478569773812492705771595448288490111633323906585754444261729763328,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,342161946847373594050035615724170874714541703304610141915564358738192422556920260315759082418279093660286976,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,513242920271060391075053423586256312071812554956915212873346538107288633835380390473638623627418640490430464,0,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,769864380406590619205155756731161848402849846985423396133514105815912960931317775380558731654515259670003712,3,12,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2099,1154796570609885993992884877800297533194536799578236247847259756033829461753471042411039689908547487373721600,4,9,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2100,1732194855914828990989327316700446299791805199367354371770889634050744192630206563616559534862821231060582400,5,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2101,866097427957414495494663658350223149895902599683677185885444817025372096315103281808279767431410615530291200,2,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2102,433048713978707247747331829175111574947951299841838592942722408512686048157551640904139883715705307765145600,4,9,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2103,216524356989353623873665914587555787473975649920919296471361204256343024078775820452069941857852653882572800,10,7,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2104,216524356989353623873665914587555787473975649920919296471361204256343024078775820452069941857852653882572800,24,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2105,324786535484030452106786682557222371358528982156404233118788955712004541207287325513155310893472630291038208,30,1,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2106,649573070968060904213573365114444742717057964312808466237577911424009082414574651026310621786945260582076416,18,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2107,974359606452091356320360047671667114075586946469212699356366867136013623621861976539465932680417890873114624,9,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2108,1948719212904182712640720095343334228151173892938425398712733734272027247243723953078931865360835781746229248,4,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2109,1948719212904182712640720095343334228151173892938425398712733734272027247243723953078931865360835781746229248,2,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0
2110,974359606452091356320360047671667114075586946469212699356366867136013623621861976539465932680417890873114624,4,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0
2111,487179803226045678160180023835833557037793473234606349678183433568006811810930988269732966340208945436557312,2,0,0,0,0,3,2,0,7,0,0,0,0,0,0,0,0,0,0
2112,243589901613022839080090011917916778518896736617303174839091716784003405905465494134866483170104472718278656,1,0,0,0,6,4,1,0,3,0,0,0,0,3,0,0,0,0,0
2113,121794950806511419540045005958958389259448368308651587419545858392001702952732747067433241585052236359139328,0,0,0,0,12,5,0,0,1,0,0,0,0,1,0,0,0,0,0
2114,60897475403255709770022502979479194629724184154325793709772929196000851476366373533716620792526118179569664,0,0,0,0,9,5,0,0,3,0,0,0,3,0,0,0,0,3,0
2115,30448737701627854885011251489739597314862092077162896854886464598000425738183186766858310396263059089784832,0,0,0,0,4,2,0,0,1,0,0,0,4,0,0,0,0,1,0
2116,15224368850813927442505625744869798657431046038581448427443232299000212869091593383429155198131529544892416,0,0,0,0,2,1,0,0,3,0,0,0,5,0,0,0,0,0,0
2117,7612184425406963721252812872434899328715523019290724213721616149500106434545796691714577599065764772446208,0,0,0,0,1,0,0,0,4,0,0,0,5,0,0,0,0,3,0
2118,3806092212703481860626406436217449664357761509645362106860808074750053217272898345857288799532882386223104,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,1,0
2119,3806092212703481860626406436217449664357761509645362106860808074750053217272898345857288799532882386223104,0,0,0,0,3,0,0,0,5,0,0,0,1,0,0,0,0,0,0
2120,3806092212703481860626406436217449664357761509645362106860808074750053217272898345857288799532882386223104,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0
2121,3806092212703481860626406436217449664357761509645362106860808074750053217272898345857288799532882386223104,0,0,3,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0
2122,3806092212703481860626406436217449664357761509645362106860808074750053217272898345857288799532882386223104,0,0,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2123,1903046106351740930313203218108724832178880754822681053430404037375026608636449172928644399766441193111552,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,3,0,0
2124,951523053175870465156601609054362416089440377411340526715202018687513304318224586464322199883220596555776,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0
2125,475761526587935232578300804527181208044720188705670263357601009343756652159112293232161099941610298277888,0,3,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0
2126,237880763293967616289150402263590604022360094352835131678800504671878326079556146616080549970805149138944,0,4,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2127,118940381646983808144575201131795302011180047176417565839400252335939163039778073308040274985402574569472,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,3,0,0
2128,118940381646983808144575201131795302011180047176417565839400252335939163039778073308040274985402574569472,0,1,6,0,4,0,3,0,2,0,0,0,0,0,0,0,1,0,0
2129,59470190823491904072287600565897651005590023588208782919700126167969581519889036654020137492701287284736,0,0,6,0,10,0,1,0,1,0,0,0,0,0,3,0,0,0,0
2130,29735095411745952036143800282948825502795011794104391459850063083984790759944518327010068746350643642368,0,0,3,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2131,29735095411745952036143800282948825502795011794104391459850063083984790759944518327010068746350643642368,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2132,29735095411745952036143800282948825502795011794104391459850063083984790759944518327010068746350643642368,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2133,14867547705872976018071900141474412751397505897052195729925031541992395379972259163505034373175321821184,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,2,0,0
2134,14867547705872976018071900141474412751397505897052195729925031541992395379972259163505034373175321821184,0,0,0,0,9,6,0,0,3,0,1,0,0,0,0,0,1,0,0
2135,14867547705872976018071900141474412751397505897052195729925031541992395379972259163505034373175321821184,0,0,0,0,7,12,0,0,4,0,0,0,0,0,0,0,0,0,0
2136,14867547705872976018071900141474412751397505897052195729925031541992395379972259163505034373175321821184,0,0,0,0,13,6,0,0,2,0,0,0,0,0,0,0,0,0,0
2137,14867547705872976018071900141474412751397505897052195729925031541992395379972259163505034373175321821184,0,0,0,0,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2138,22301321558809463032461377392638334816331762551936613393975245718293158189030434958938557534696231665664,0,0,0,0,12,1,0,0,10,0,0,0,0,0,0,0,0,0,0
2139,33451982338214194548692066088957502224497643827904920090962868577439737283545652438407836302044347498496,0,0,0,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0
2140,50177973507321291823038099133436253336746465741857380136444302866159605925318478657611754453066521247744,0,0,0,0,7,0,0,0,46,0,0,0,0,0,0,0,0,0,0
2141,25088986753660645911519049566718126668373232870928690068222151433079802962659239328805877226533260623872,0,0,3,0,6,0,0,0,26,0,0,0,0,0,0,0,0,3,0
2142,25088986753660645911519049566718126668373232870928690068222151433079802962659239328805877226533260623872,0,0,1,0,6,0,0,0,16,0,0,0,0,0,0,0,0,4,0
2143,25088986753660645911519049566718126668373232870928690068222151433079802962659239328805877226533260623872,0,0,0,0,6,0,0,0,22,0,0,0,0,0,0,0,0,5,0
2144,12544493376830322955759524783359063334186616435464345034111075716539901481329619664402938613266630311936,0,0,0,0,3,3,0,0,28,0,0,0,0,0,0,0,0,2,9
2145,6272246688415161477879762391679531667093308217732172517055537858269950740664809832201469306633315155968,0,0,0,0,4,1,0,0,14,0,0,0,0,0,0,0,0,1,7
2146,3136123344207580738939881195839765833546654108866086258527768929134975370332404916100734653316657577984,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,3,3
2147,3136123344207580738939881195839765833546654108866086258527768929134975370332404916100734653316657577984,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,1,1
2148,3136123344207580738939881195839765833546654108866086258527768929134975370332404916100734653316657577984,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2149,1568061672103790369469940597919882916773327054433043129263884464567487685166202458050367326658328788992,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,784030836051895184734970298959941458386663527216521564631942232283743842583101229025183663329164394496,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2151,392015418025947592367485149479970729193331763608260782315971116141871921291550614512591831664582197248,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0
2152,392015418025947592367485149479970729193331763608260782315971116141871921291550614512591831664582197248,0,0,0,0,2,0,0,0,0,0,0,0,3,5,3,0,1,0,0
2153,392015418025947592367485149479970729193331763608260782315971116141871921291550614512591831664582197248,0,0,0,0,1,0,0,0,0,0,0,0,4,2,4,0,0,3,0
2154,196007709012973796183742574739985364596665881804130391157985558070935960645775307256295915832291098624,0,0,0,0,3,0,0,0,0,0,0,0,2,1,5,0,0,1,0
2155,98003854506486898091871287369992682298332940902065195578992779035467980322887653628147957916145549312,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0
2156,98003854506486898091871287369992682298332940902065195578992779035467980322887653628147957916145549312,0,0,0,0,5,0,0,0,3,0,0,0,3,0,1,0,0,0,0
2157,98003854506486898091871287369992682298332940902065195578992779035467980322887653628147957916145549312,0,0,0,0,5,3,0,0,4,0,0,0,4,0,0,0,0,0,0
